id,qdc:qualifieddc,qdc:qualifieddc/dc:title,qdc:qualifieddc/dc:creator,qdc:qualifieddc/dc:subject,qdc:qualifieddc/dc:description,qdc:qualifieddc/dc:date,qdc:qualifieddc/dc:type,qdc:qualifieddc/dc:identifier,qdc:qualifieddc/dc:relation,qdc:qualifieddc/dc:rights,qdc:qualifieddc/dcterms:hasPart,qdc:qualifieddc/dcterms:hasVersion,date
oai:figshare.com:article/8150936,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150966,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150891,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150918,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150906,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150879,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8152478,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:35Z
oai:figshare.com:article/8152475,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:35Z
oai:figshare.com:article/8152472,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:32Z
oai:figshare.com:article/8152463,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:31Z
oai:figshare.com:article/8152466,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:31Z
oai:figshare.com:article/8152469,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:31Z
oai:figshare.com:article/8152460,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:30Z
oai:figshare.com:article/8152454,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:29Z
oai:figshare.com:article/8152457,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:29Z
oai:figshare.com:article/8152451,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:28Z
oai:figshare.com:article/8152442,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:27Z
oai:figshare.com:article/8152436,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:27Z
oai:figshare.com:article/8152448,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:27Z
oai:figshare.com:article/8152445,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:27Z
oai:figshare.com:article/8152439,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:27Z
oai:figshare.com:article/8152430,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:25Z
oai:figshare.com:article/8152427,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:25Z
oai:figshare.com:article/8152433,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:25Z
oai:figshare.com:article/8152409,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:22Z
oai:figshare.com:article/8152415,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:22Z
oai:figshare.com:article/8152412,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:22Z
oai:figshare.com:article/8152424,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:22Z
oai:figshare.com:article/8152418,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:22Z
oai:figshare.com:article/8152421,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:22Z
oai:figshare.com:article/8152403,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:21Z
oai:figshare.com:article/8152406,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:21Z
oai:figshare.com:article/8152400,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:19Z
oai:figshare.com:article/8152391,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:17Z
oai:figshare.com:article/8152385,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:17Z
oai:figshare.com:article/8152379,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:17Z
oai:figshare.com:article/8152397,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:17Z
oai:figshare.com:article/8152394,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:17Z
oai:figshare.com:article/8152388,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:16Z
oai:figshare.com:article/8152382,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:16Z
oai:figshare.com:article/8152376,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:15Z
oai:figshare.com:article/8152364,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:11Z
oai:figshare.com:article/8152373,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:11Z
oai:figshare.com:article/8152352,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:11Z
oai:figshare.com:article/8152355,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:11Z
oai:figshare.com:article/8152367,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:11Z
oai:figshare.com:article/8152358,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:11Z
oai:figshare.com:article/8152370,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:10Z
oai:figshare.com:article/8152361,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:10Z
oai:figshare.com:article/8152349,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:07Z
oai:figshare.com:article/8152343,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:06Z
oai:figshare.com:article/8152340,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:06Z
oai:figshare.com:article/8152334,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:06Z
oai:figshare.com:article/8152337,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:06Z
oai:figshare.com:article/8152331,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:06Z
oai:figshare.com:article/8152346,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:06Z
oai:figshare.com:article/8152328,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:05Z
oai:figshare.com:article/8152325,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:03Z
oai:figshare.com:article/8152316,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:02Z
oai:figshare.com:article/8152319,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:02Z
oai:figshare.com:article/8152322,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:02Z
oai:figshare.com:article/8152313,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:01Z
oai:figshare.com:article/8152307,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T04:49:01Z
